loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
3537,1,Not Graduate,No,6600,19700,12,758,32000,8800,37600,19000,Approved,97400
3538,2,Graduate,Yes,8300,30100,16,636,10400,10200,66200,14400,Approved,101200
3539,0,Graduate,No,6900,20700,16,857,34200,27400,29200,17600,Approved,108400
3540,4,Graduate,Yes,4700,12500,8,678,27400,400,19600,14000,Approved,61400
3541,1,Graduate,No,7900,15800,8,551,1600,7000,37400,16600,Approved,62600
3542,3,Not Graduate,No,8800,24900,16,668,33400,34400,60000,21000,Approved,148800
3543,1,Graduate,No,6500,23400,2,672,10000,20800,33400,15200,Rejected,79400
3544,3,Not Graduate,No,3500,13700,4,439,10400,5600,26000,8800,Approved,50800
3545,2,Not Graduate,Yes,8200,19600,16,636,23000,4600,57600,21400,Approved,106600
3546,0,Not Graduate,Yes,2000,6000,14,393,3000,2800,11800,5800,Rejected,23400
3547,5,Not Graduate,No,2700,8200,2,848,14000,2000,12400,3000,Rejected,31400
3548,0,Graduate,Yes,5300,17600,4,790,4000,20400,39400,15400,Approved,79200
3549,2,Not Graduate,No,9900,19900,6,312,42800,4400,62800,22000,Rejected,132000
3550,2,Not Graduate,Yes,5000,19500,14,775,6200,9400,19800,13000,Approved,48400
3551,2,Not Graduate,No,9100,18600,20,403,36800,23400,40600,18400,Approved,119200
3552,3,Not Graduate,Yes,7600,26400,14,867,18400,1400,55800,14800,Approved,90400
3553,0,Graduate,No,5200,17800,18,558,16600,10800,26000,6200,Approved,59600
3554,5,Graduate,No,1800,6000,4,548,2800,4800,13000,5200,Approved,25800
3555,0,Not Graduate,No,7300,28200,16,486,30600,17600,32800,15400,Approved,96400
3556,4,Graduate,No,3200,11600,6,635,6600,9200,13000,7800,Approved,36600
3557,5,Graduate,No,5200,20700,2,538,6400,4000,29200,7200,Approved,46800
3558,4,Not Graduate,No,7100,28200,14,496,12600,21800,55400,9200,Approved,99000
3559,4,Graduate,Yes,1400,4800,6,411,2800,600,8800,3200,Approved,15400
3560,4,Not Graduate,No,2700,10700,6,857,14800,8400,16400,5600,Approved,45200
3561,5,Graduate,Yes,6500,18100,10,360,31400,21200,40400,12200,Rejected,105200
3562,4,Graduate,No,9300,35900,18,461,19600,25400,52400,22800,Approved,120200
3563,0,Graduate,Yes,6700,14900,16,638,6600,13800,44600,16200,Approved,81200
3564,5,Graduate,No,6800,19300,6,865,24200,200,45800,18000,Approved,88200
3565,5,Not Graduate,No,5600,13600,4,449,11800,11400,37600,8600,Approved,69400
3566,1,Not Graduate,Yes,1900,4700,2,870,9400,4600,7800,4600,Rejected,26400
3567,5,Not Graduate,No,8400,19500,6,815,10600,5000,48000,14400,Approved,78000
3568,2,Not Graduate,Yes,2500,7200,16,454,8400,2000,14200,4200,Approved,28800
3569,1,Not Graduate,Yes,2900,9900,18,783,2600,200,22000,5200,Approved,30000
3570,3,Graduate,Yes,3200,7400,2,543,7200,9000,22400,9200,Approved,47800
3571,4,Not Graduate,Yes,3000,10900,2,786,15200,6600,16000,6400,Rejected,44200
3572,3,Graduate,Yes,800,2500,20,395,3000,600,3200,1000,Rejected,7800
3573,2,Not Graduate,Yes,400,1300,2,885,400,600,2200,1000,Rejected,4200
3574,2,Not Graduate,No,4400,10600,20,488,21600,4800,26400,9200,Approved,62000
3575,2,Not Graduate,Yes,8700,19900,10,829,15000,21000,40400,16800,Approved,93200
3576,4,Not Graduate,No,7400,15400,6,677,44000,27000,57800,14800,Approved,143600
3577,4,Not Graduate,Yes,5700,14400,12,645,29000,17200,25800,9400,Approved,81400
3578,5,Not Graduate,Yes,9700,27600,10,788,18800,6200,63600,21200,Approved,109800
3579,2,Not Graduate,No,7000,22400,6,649,24400,19800,35600,17800,Approved,97600
3580,2,Not Graduate,No,8900,23100,4,519,45600,1000,50400,9400,Approved,106400
3581,3,Graduate,Yes,3100,11200,14,772,6800,11600,16600,4200,Approved,39200
3582,4,Graduate,No,2200,6100,12,330,11000,5800,10000,4400,Rejected,31200
3583,5,Not Graduate,Yes,7100,21500,4,557,17800,16000,52800,8000,Approved,94600
3584,4,Graduate,Yes,8200,19000,6,334,49000,13600,57200,20400,Rejected,140200
3585,3,Graduate,Yes,9800,28400,12,487,17800,30800,61600,22200,Approved,132400
3586,2,Graduate,Yes,3900,9700,8,539,8800,15200,15800,10200,Approved,50000
3587,2,Graduate,Yes,2200,8100,8,710,1000,5800,14600,2000,Approved,23400
3588,5,Not Graduate,Yes,600,1700,20,879,2200,200,4600,1400,Approved,8400
3589,4,Not Graduate,Yes,6900,22000,10,512,12200,18200,41200,7800,Approved,79400
3590,2,Graduate,Yes,7400,27300,18,561,25200,800,54200,19200,Approved,99400
3591,3,Not Graduate,Yes,4000,11600,6,539,11800,5200,24200,9400,Approved,50600
3592,3,Not Graduate,Yes,700,2000,18,544,1600,2600,3000,800,Approved,8000
3593,2,Not Graduate,Yes,1900,4600,16,631,6400,5400,9000,5400,Approved,26200
3594,2,Graduate,No,2200,6800,20,546,9200,400,9000,4400,Approved,23000
3595,1,Graduate,Yes,2000,5600,14,569,10000,2200,15800,3200,Approved,31200
3596,4,Not Graduate,No,7400,17900,6,384,26800,24600,44800,9400,Rejected,105600
3597,2,Not Graduate,Yes,2300,9000,6,583,7200,2600,13800,6800,Approved,30400
3598,5,Not Graduate,Yes,4000,15500,12,517,0,1200,24200,7000,Approved,32400
3599,3,Graduate,Yes,1500,5800,18,420,1600,3800,8200,2800,Approved,16400
3600,2,Not Graduate,Yes,5200,12900,18,644,800,10000,24000,15000,Approved,49800
3601,2,Graduate,No,5400,14500,8,349,21600,9600,42200,13200,Rejected,86600
3602,3,Graduate,No,7700,25300,18,662,6800,22800,38200,19800,Approved,87600
3603,0,Not Graduate,Yes,1900,6400,20,704,1800,6800,10600,3800,Approved,23000
3604,4,Not Graduate,Yes,6400,15500,2,324,36800,22200,27800,9000,Rejected,95800
3605,5,Graduate,No,700,1700,18,757,3800,400,4200,1200,Approved,9600
3606,3,Graduate,Yes,5800,23000,16,361,12000,20200,46000,5600,Rejected,83800
3607,1,Graduate,No,1800,5400,4,415,8800,4000,11200,3600,Approved,27600
3608,5,Graduate,Yes,4300,13800,18,618,19200,1600,28000,4800,Approved,53600
3609,4,Graduate,No,8000,27100,8,524,33800,21800,51200,16800,Approved,123600
3610,0,Not Graduate,No,1100,4100,18,887,800,2600,5200,2600,Approved,11200
3611,2,Not Graduate,Yes,8800,31100,12,729,24600,4800,43800,18800,Approved,92000
3612,4,Graduate,No,4800,18600,14,774,21600,11600,25400,13000,Approved,71600
3613,0,Not Graduate,Yes,200,700,20,724,1200,0,1000,600,Approved,2800
3614,5,Graduate,Yes,1400,2700,16,320,1800,5000,5400,4000,Rejected,16200
3615,5,Graduate,No,2500,6400,16,590,6400,7800,11600,7000,Approved,32800
3616,5,Graduate,No,8100,25300,8,796,31800,25200,43000,15600,Approved,115600
3617,0,Graduate,Yes,6100,19200,6,890,27800,11800,33400,15200,Approved,88200
3618,0,Not Graduate,Yes,2000,4600,16,651,4200,4800,14400,3200,Approved,26600
3619,4,Not Graduate,No,4800,10100,12,634,18400,600,30000,13800,Approved,62800
3620,4,Graduate,Yes,900,2800,2,660,2400,2800,4800,1800,Rejected,11800
3621,4,Not Graduate,No,1300,3500,12,512,6600,2800,6400,1400,Approved,17200
3622,4,Not Graduate,Yes,4200,9100,2,900,13400,10600,21800,11800,Rejected,57600
3623,2,Graduate,Yes,3300,11100,20,823,9200,3000,23400,5800,Approved,41400
3624,2,Not Graduate,Yes,8700,28400,12,880,16000,3600,38800,8800,Approved,67200
3625,1,Not Graduate,Yes,800,2600,2,439,1200,0,3600,800,Approved,5600
3626,5,Graduate,Yes,7400,17100,2,441,29400,3200,41200,21600,Approved,95400
3627,3,Not Graduate,No,6900,18500,6,360,28000,0,37600,19200,Rejected,84800
3628,1,Graduate,Yes,8800,33700,14,561,20400,14200,51400,23800,Approved,109800
3629,2,Graduate,Yes,8600,32500,4,758,41800,1200,36000,13800,Approved,92800
3630,2,Graduate,No,5400,20600,18,621,22400,4400,23200,11000,Approved,61000
3631,4,Graduate,Yes,2900,5900,18,621,400,6200,17000,7000,Approved,30600
3632,3,Graduate,No,9800,21000,12,342,50800,33200,53800,14000,Rejected,151800
3633,4,Graduate,No,3300,10800,4,552,8400,1800,17200,6600,Approved,34000
3634,0,Not Graduate,No,300,500,18,376,600,0,1600,600,Rejected,2800
3635,0,Graduate,No,1500,4300,12,801,8800,4400,6600,2200,Approved,22000
3636,3,Not Graduate,Yes,5400,16300,4,512,3200,6800,26200,12000,Approved,48200
3637,0,Graduate,No,6600,15200,18,497,3000,13800,29000,18600,Approved,64400
3638,0,Graduate,No,5700,17200,8,386,8400,14200,28800,5800,Rejected,57200
3639,3,Not Graduate,Yes,8500,26100,2,683,13200,20800,48200,11400,Rejected,93600
3640,0,Graduate,No,7400,24100,16,779,1600,5800,57800,9800,Approved,75000
3641,3,Not Graduate,Yes,7800,17700,6,876,31200,30400,50200,21600,Approved,133400
3642,3,Graduate,Yes,7200,16500,18,515,15600,12600,34600,21200,Approved,84000
3643,2,Not Graduate,No,7600,19300,12,463,10800,3000,32000,19200,Approved,65000
3644,4,Not Graduate,Yes,7000,26700,4,486,21200,24400,37600,12000,Approved,95200
3645,0,Not Graduate,No,5700,13000,6,328,15600,15000,41400,16400,Rejected,88400
3646,2,Not Graduate,No,8200,30600,10,343,19600,23000,33800,14000,Rejected,90400
3647,0,Graduate,Yes,9000,27800,8,712,1800,13400,48800,11600,Approved,75600
3648,3,Not Graduate,No,3900,11900,6,607,13200,12000,17600,4000,Approved,46800
3649,0,Graduate,No,6500,16200,4,812,34400,21400,40400,12400,Approved,108600
3650,4,Not Graduate,Yes,2300,7700,16,589,12000,8800,12600,4600,Approved,38000
3651,1,Not Graduate,No,5700,21800,18,657,28200,6400,43600,6400,Approved,84600
3652,4,Not Graduate,No,800,2800,12,453,3000,600,5800,1200,Approved,10600
3653,4,Not Graduate,Yes,8400,19700,14,889,44800,11600,44000,24200,Approved,124600
3654,1,Graduate,Yes,4300,17200,4,564,20800,13200,23000,4400,Approved,61400
3655,1,Not Graduate,Yes,300,900,20,419,1600,0,1200,600,Approved,3400
3656,1,Graduate,No,8700,34000,16,663,10800,21400,35600,16200,Approved,84000
3657,1,Not Graduate,No,4400,12100,4,884,19600,13000,30000,12000,Approved,74600
3658,1,Graduate,Yes,5600,16800,16,528,15000,13000,24600,7800,Approved,60400
3659,2,Graduate,No,600,1300,12,475,200,2200,4600,1200,Approved,8200
3660,4,Not Graduate,Yes,2500,5100,20,695,2200,8200,13400,7000,Approved,30800
3661,5,Not Graduate,No,3800,10500,10,759,3600,13400,16200,10600,Approved,43800
3662,2,Not Graduate,No,2500,9600,4,636,1800,2000,14600,4000,Approved,22400
3663,3,Not Graduate,Yes,5500,20400,10,546,21200,16400,27000,8000,Approved,72600
3664,5,Graduate,Yes,4500,17100,2,639,21200,15000,24000,13000,Rejected,73200
3665,4,Not Graduate,No,1900,4000,10,388,1000,2800,11200,1800,Rejected,16800
3666,5,Graduate,Yes,6400,20000,12,594,200,4200,33000,11000,Approved,48400
3667,1,Not Graduate,Yes,3800,11100,6,760,4200,3600,17400,11400,Approved,36600
3668,4,Not Graduate,Yes,6300,16900,16,582,32000,7200,47400,12000,Approved,98600
3669,3,Not Graduate,No,300,600,6,896,600,800,1200,800,Approved,3400
3670,5,Not Graduate,Yes,7100,21800,18,891,14000,0,37800,9400,Approved,61200
3671,2,Not Graduate,Yes,600,1700,2,495,3400,400,2400,1000,Approved,7200
3672,3,Graduate,Yes,4400,15300,16,865,2400,16800,30000,6800,Approved,56000
3673,4,Not Graduate,No,7600,20800,12,775,3800,27200,38400,12800,Approved,82200
3674,5,Graduate,Yes,8700,26400,10,318,23600,5800,46400,18400,Rejected,94200
3675,3,Graduate,Yes,5600,12700,12,395,16400,18600,44000,12800,Rejected,91800
3676,4,Not Graduate,No,4100,13100,14,772,22400,8400,21000,7600,Approved,59400
3677,2,Not Graduate,Yes,7900,16100,18,318,34600,5800,59800,18600,Rejected,118800
3678,3,Not Graduate,Yes,5600,20900,14,649,8000,21400,26000,16400,Approved,71800
3679,3,Not Graduate,No,1200,3100,10,438,3000,4400,7800,2000,Approved,17200
3680,5,Graduate,No,6900,19700,6,588,19600,15000,34200,14600,Approved,83400
3681,5,Not Graduate,No,2700,5600,2,815,2200,4000,14200,5200,Rejected,25600
3682,4,Graduate,Yes,9800,22100,4,364,33600,22200,53000,14600,Rejected,123400
3683,2,Not Graduate,No,9300,32300,4,586,28600,12800,74000,20800,Approved,136200
3684,4,Not Graduate,No,6700,25300,12,555,33800,7200,47000,9800,Approved,97800
3685,4,Graduate,No,1300,4600,10,312,3600,1200,6200,1600,Rejected,12600
3686,2,Graduate,Yes,7900,17100,16,605,38400,28200,43800,20800,Approved,131200
3687,5,Not Graduate,No,6700,23200,18,672,3200,13400,41600,10800,Approved,69000
3688,2,Not Graduate,Yes,2100,4500,18,591,5000,1000,11000,3000,Approved,20000
3689,4,Graduate,Yes,4700,11000,4,321,20200,200,19200,13800,Rejected,53400
3690,2,Graduate,No,3700,13400,16,393,12800,1200,28400,7000,Rejected,49400
3691,0,Graduate,Yes,5800,21800,2,561,8800,14400,30000,8400,Rejected,61600
3692,5,Graduate,Yes,2400,6900,20,725,3400,800,17600,4800,Approved,26600
3693,1,Not Graduate,Yes,8100,27600,16,438,2000,21000,64400,16000,Approved,103400
3694,5,Graduate,Yes,5400,21400,12,399,8000,19400,24800,13600,Rejected,65800
3695,0,Graduate,No,1400,5400,8,592,8200,800,8600,1600,Approved,19200
3696,2,Not Graduate,No,2500,8600,8,835,5000,8000,15400,2600,Approved,31000
3697,0,Not Graduate,Yes,1600,5300,4,733,800,4200,11000,2200,Approved,18200
3698,0,Not Graduate,No,3700,10600,20,484,11600,2600,27800,7000,Approved,49000
3699,5,Not Graduate,Yes,500,1800,20,615,1000,1400,2200,600,Approved,5200
3700,3,Not Graduate,Yes,5300,19500,4,591,26400,9400,39600,15800,Approved,91200
3701,0,Graduate,Yes,2800,6800,12,349,8200,4000,22200,2800,Rejected,37200
3702,1,Graduate,Yes,9600,29900,18,478,37000,30400,76400,18800,Approved,162600
3703,4,Graduate,No,2200,7800,20,633,0,7800,16800,3800,Approved,28400
3704,1,Not Graduate,Yes,8400,30900,8,378,37200,2000,51800,22200,Rejected,113200
3705,1,Not Graduate,No,2100,5300,20,461,3000,7600,16200,3400,Approved,30200
3706,2,Not Graduate,Yes,2800,7000,2,834,1000,5800,16200,2600,Rejected,25600
3707,0,Not Graduate,No,2500,5800,20,671,14800,1000,15000,4000,Approved,34800
3708,3,Graduate,Yes,1700,5800,10,524,8200,5800,13200,1600,Approved,28800
3709,3,Graduate,No,6100,20700,4,816,29800,10800,48400,11800,Approved,100800
3710,3,Graduate,No,4100,11700,10,729,13800,12400,30800,4200,Approved,61200
3711,5,Not Graduate,Yes,4500,12700,8,307,22000,7600,25200,5400,Rejected,60200
3712,2,Graduate,Yes,5600,19100,8,350,5400,2400,28400,8400,Rejected,44600
3713,3,Not Graduate,Yes,5800,16600,10,444,26600,11800,30000,17000,Approved,85400
3714,4,Not Graduate,No,8600,26700,10,895,4400,17600,45200,13800,Approved,81000
3715,2,Graduate,No,2900,10500,20,708,8400,1200,15400,8600,Approved,33600
3716,2,Not Graduate,Yes,8300,17600,2,355,2000,1400,56800,13600,Rejected,73800
3717,5,Not Graduate,No,2400,5100,6,756,3000,400,10600,6800,Approved,20800
3718,4,Graduate,No,5600,12000,4,719,11200,5800,29000,6800,Approved,52800
3719,1,Graduate,Yes,9500,35400,14,439,800,2400,40400,27000,Approved,70600
3720,4,Not Graduate,Yes,4900,15900,10,668,21600,16600,29800,5600,Approved,73600
3721,4,Not Graduate,Yes,5900,16500,2,765,26000,18800,40000,7000,Rejected,91800
3722,5,Graduate,Yes,500,1500,4,476,400,400,2200,1400,Approved,4400
3723,3,Graduate,No,7000,21700,14,781,10800,17000,38600,19200,Approved,85600
3724,1,Not Graduate,No,3500,12700,4,350,10400,13600,25800,3600,Approved,53400
3725,0,Graduate,No,5200,12200,16,783,10000,4000,22800,10200,Approved,47000
3726,3,Graduate,Yes,6300,19900,12,770,3800,4800,31000,6200,Approved,45800
3727,2,Not Graduate,No,8400,28300,10,822,3600,32000,66000,8800,Approved,110400
3728,1,Not Graduate,Yes,7500,22500,14,469,24600,19200,32400,9000,Approved,85200
3729,2,Graduate,No,3300,13000,16,300,11000,11800,14800,6200,Rejected,43800
3730,2,Not Graduate,No,8800,22400,14,692,43400,10200,37200,21800,Approved,112600
3731,5,Graduate,No,200,700,18,707,-200,200,1000,400,Approved,1400
3732,5,Not Graduate,Yes,8000,29100,4,658,21200,17200,57600,9200,Approved,105200
3733,3,Graduate,No,1000,4000,6,625,1400,200,5600,1000,Approved,8200
3734,1,Graduate,No,9400,26700,10,343,15200,5000,57200,26400,Rejected,103800
3735,5,Graduate,No,2100,7300,18,358,7400,6400,14400,4400,Rejected,32600
3736,4,Graduate,Yes,5400,11500,20,705,29200,7600,27000,12200,Approved,76000
3737,2,Graduate,Yes,4700,15100,8,799,19400,5000,21400,9400,Approved,55200
3738,3,Graduate,No,8800,33700,12,397,34600,32000,44400,17600,Rejected,128600
3739,5,Graduate,No,3200,12200,6,493,15400,12400,13400,4200,Approved,45400
3740,0,Graduate,Yes,7200,21900,4,446,35400,21800,49000,15200,Approved,121400
3741,2,Not Graduate,Yes,2500,7200,16,315,11000,6600,9800,5600,Rejected,33000
3742,5,Not Graduate,Yes,6900,15700,14,887,27600,10600,50400,9000,Approved,97600
3743,5,Graduate,Yes,5700,20500,16,429,5600,3800,44800,7800,Approved,62000
3744,4,Graduate,Yes,5500,15100,18,673,21000,16000,27800,14400,Approved,79200
3745,4,Not Graduate,Yes,9200,29100,10,731,29000,16600,71600,10000,Approved,127200
3746,5,Graduate,Yes,5700,11500,2,732,31600,7400,31200,10600,Rejected,80800
3747,5,Graduate,Yes,5000,16400,14,525,26000,18200,30600,6600,Approved,81400
3748,4,Not Graduate,No,2300,5500,6,343,-200,8200,9600,6400,Rejected,24000
3749,0,Not Graduate,Yes,3000,11000,16,331,16000,9000,13200,4800,Rejected,43000
3750,0,Not Graduate,No,7900,26200,18,845,28400,29400,54800,12600,Approved,125200
3751,2,Graduate,No,2000,6200,16,696,8200,1200,10800,2600,Approved,22800
3752,5,Not Graduate,No,2700,8700,14,772,4400,5600,15200,7400,Approved,32600
3753,3,Graduate,Yes,6400,15800,18,628,13800,5400,49600,10600,Approved,79400
3754,0,Not Graduate,Yes,8200,19100,2,764,45800,17800,41000,8000,Rejected,112600
3755,1,Graduate,No,2800,6900,14,553,800,9800,13600,8400,Approved,32600
3756,1,Not Graduate,No,8900,20000,2,653,25400,1200,35600,19800,Rejected,82000
3757,1,Not Graduate,No,5100,20000,4,506,15800,17800,40600,13400,Approved,87600
3758,3,Graduate,No,2800,8500,20,431,12400,3400,15600,4400,Approved,35800
3759,2,Not Graduate,Yes,6100,12300,18,697,28200,18200,25200,7000,Approved,78600
3760,2,Not Graduate,No,8400,24500,6,588,22000,2600,45800,20800,Approved,91200
3761,1,Not Graduate,No,1600,5600,6,846,1200,5600,9200,2400,Approved,18400
3762,5,Graduate,No,4100,11000,14,379,12400,3400,17000,10800,Rejected,43600
3763,1,Not Graduate,No,300,700,10,745,0,0,1800,200,Approved,2000
3764,3,Graduate,No,9600,34500,20,523,52200,5200,48600,10600,Approved,116600
3765,4,Graduate,Yes,8300,25400,4,624,45800,8000,49600,10800,Approved,114200
3766,1,Graduate,No,4600,16700,16,407,26000,12000,19600,5600,Approved,63200
3767,3,Not Graduate,Yes,5600,11600,12,756,6600,3600,36800,15600,Approved,62600
3768,3,Graduate,Yes,4100,8300,16,351,12000,200,22200,4400,Rejected,38800
3769,3,Not Graduate,No,3700,13400,18,373,5600,200,26400,5000,Rejected,37200
3770,4,Not Graduate,Yes,800,2400,2,461,2600,2600,4600,600,Approved,10400
3771,4,Graduate,No,8100,28100,12,672,11200,18400,34400,19000,Approved,83000
3772,2,Graduate,Yes,2700,9500,10,434,5400,3000,16200,3600,Approved,28200
3773,2,Not Graduate,Yes,7000,21400,12,541,7400,2600,39600,19200,Approved,68800
3774,3,Not Graduate,Yes,8100,29300,2,413,16200,30200,51000,12800,Approved,110200
3775,1,Graduate,No,3200,7600,4,592,6000,2800,16200,9400,Approved,34400
3776,4,Not Graduate,Yes,400,1400,10,665,600,600,3000,400,Approved,4600
3777,1,Graduate,No,7800,23900,4,313,5200,30600,46000,21800,Approved,103600
3778,0,Not Graduate,No,5800,19600,14,673,17800,21400,36000,14400,Approved,89600
3779,0,Not Graduate,Yes,2600,6000,8,382,3400,4400,16400,3200,Rejected,27400
3780,5,Not Graduate,No,5400,21100,12,661,31600,20800,40200,10800,Approved,103400
3781,3,Graduate,Yes,600,1700,4,576,800,200,4200,1000,Approved,6200
3782,1,Graduate,No,600,1200,14,443,1400,2000,4400,1600,Approved,9400
3783,5,Graduate,Yes,9500,21700,16,307,55000,5400,57000,19400,Rejected,136800
3784,4,Graduate,Yes,1900,4800,12,656,3000,3200,10800,3400,Approved,20400
3785,1,Graduate,Yes,9800,21200,4,885,36000,32800,74600,21600,Approved,165000
3786,3,Graduate,No,7800,16600,20,896,24800,21600,61000,11000,Approved,118400
3787,5,Not Graduate,No,4900,14100,2,802,6600,15000,32200,5400,Rejected,59200
3788,3,Graduate,Yes,8300,22700,2,650,7200,32000,36000,11600,Rejected,86800
3789,4,Not Graduate,Yes,3900,8900,10,665,18600,8000,18400,10600,Approved,55600
3790,2,Graduate,No,9000,35700,12,339,30400,16800,39000,18000,Rejected,104200
3791,1,Not Graduate,No,9600,32400,20,447,30800,36800,39600,9400,Approved,116600
3792,5,Not Graduate,Yes,1000,2400,18,613,3200,2600,5200,1200,Approved,12200
3793,5,Graduate,No,2800,7200,16,424,1800,10000,12200,6400,Approved,30400
3794,2,Not Graduate,No,8300,20800,6,667,38600,8200,50800,13600,Approved,111200
3795,4,Not Graduate,Yes,6900,18300,18,715,16400,1200,30000,15000,Approved,62600
3796,5,Not Graduate,Yes,3800,9100,18,654,18000,8000,20400,6000,Approved,52400
3797,2,Not Graduate,No,8000,17800,20,549,4800,19400,54800,21600,Approved,100600
3798,4,Graduate,Yes,9800,29700,4,373,22200,11000,75600,20000,Approved,128800
3799,0,Graduate,Yes,2900,7200,16,332,7200,11400,15200,7200,Rejected,41000
3800,4,Graduate,No,7900,31500,20,534,24800,17000,43200,12800,Approved,97800
3801,3,Not Graduate,No,4600,17900,8,396,21400,8000,24600,5200,Rejected,59200
3802,2,Graduate,No,1000,3700,18,892,4400,1600,6000,1000,Approved,13000
3803,5,Graduate,No,9000,21300,14,602,6800,15400,70800,22000,Approved,115000
3804,0,Graduate,Yes,9400,36100,10,615,42400,7600,54800,18200,Approved,123000
3805,5,Graduate,Yes,7400,23300,20,482,31400,7200,58200,13600,Approved,110400
3806,0,Graduate,No,6600,20100,16,397,38400,14000,34400,16800,Rejected,103600
3807,0,Not Graduate,No,1300,3400,10,464,2400,400,7000,2800,Approved,12600
